,risk_gene,MUT_TYPE,q_value,empirical_q_value,PMID,NUMBER_OF_ARTICLES,neighbor_gene,neighbor_is_lit_validated,neighbor_PMID,neighbor_NUMBER_OF_ARTICLES,neighbor_PMIDs
333,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,PCNA,True,"11070693, 11173150, 11263155, 11377235, 11379319, 11705871, 11706420, 11774658, 11834097, 11854069, 11870663, 12017338, 12201000, 12378803, 12508343, 12520353, 12526226, 12539461, 12658732, 12760773, 12854173, 12930601, 14566835, 14578940, 14666613, 14989875, 15039910, 15287541, 15308260, 15354413, 15510736, 15566678, 15772596, 15844604, 15960160, 15991276, 16023739, 16129653, 16254112, 16355395, 16564385, 16613343, 16757203, 16931115, 17120615, 17143433, 17285972, 17542411, 17709606, 17879533, 18075740",51.0,"11070693, 11173150, 11263155, 11377235, 11379319, 11705871, 11706420, 11774658, 11834097, 11854069, 11870663, 12017338, 12201000, 12378803, 12508343, 12520353, 12526226, 12539461, 12658732, 12760773, 12854173, 12930601, 14566835, 14578940, 14666613, 14989875, 15039910, 15287541, 15308260, 15354413, 15510736, 15566678, 15772596, 15844604, 15960160, 15991276, 16023739, 16129653, 16254112, 16355395, 16564385, 16613343, 16757203, 16931115, 17120615, 17143433, 17285972, 17542411, 17709606, 17879533, 18075740"
335,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MSH6,True,15452164,1.0,15452164
338,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,BLM,True,12907210,1.0,12907210
341,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MCM5,True,"11839717, 15899946, 16547620",3.0,"11839717, 15899946, 16547620"
346,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,CDC20,True,"16777988, 17959302",2.0,"16777988, 17959302"
350,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,BUB1,True,"11940046, 11981026, 12375025, 15013707, 16107724, 16513838",6.0,"11940046, 11981026, 12375025, 15013707, 16107724, 16513838"
354,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MLH1,True,"12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597",11.0,"12632081, 14555508, 14767526, 15083191, 15300854, 15452164, 15676154, 15931783, 16231369, 16827152, 16899597"
358,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,CDC7,True,"16467079, 16676402",2.0,"16467079, 16676402"
360,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,ATM,True,"15221937, 16807070, 16888677, 17362036, 17492757, 17940507, 18224251, 18347248",8.0,"15221937, 16807070, 16888677, 17362036, 17492757, 17940507, 18224251, 18347248"
363,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,LIG1,True,17494052,1.0,17494052
365,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,ATR,True,17079472,1.0,17079472
384,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MCM4,True,"16133572, 17222376",2.0,"16133572, 17222376"
386,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,RFC5,True,17079134,1.0,17079134
387,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,RPA2,True,"16467079, 17970065",2.0,"16467079, 17970065"
388,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,RAD51AP1,True,17079134,1.0,17079134
389,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,TOP2A,True,16849520,1.0,16849520
393,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,RAD51,True,"12810651, 17802824",2.0,"12810651, 17802824"
400,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,TYMS,True,"11756219, 15355913, 17638652",3.0,"11756219, 15355913, 17638652"
402,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MCM2,True,"11839717, 11872961, 12855631, 12901728, 12949987, 15213307, 15648181, 16492917, 16722928, 17144524",10.0,"11839717, 11872961, 12855631, 12901728, 12949987, 15213307, 15648181, 16492917, 16722928, 17144524"
407,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,BIRC5,True,17187360,1.0,17187360
416,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,BRCA1,True,"11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101",10.0,"11807777, 12810651, 14574011, 14647419, 14689060, 15105900, 15300854, 16466850, 17321670, 18325101"
417,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,MSH2,True,"13129885, 14752307, 15221937, 15452164, 15676154, 16231369, 16827152",7.0,"13129885, 14752307, 15221937, 15452164, 15676154, 16231369, 16827152"
418,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,CDK1,True,"11272092, 15645429, 16525614",3.0,"11272092, 15645429, 16525614"
421,RFC4,AMPLIFICATION,4.9013845356499375e-54,0.0116086711831392,16467079,1.0,CHEK1,True,16888677,1.0,16888677
424,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CDX2,True,"12604886, 15252308, 16101223, 16172218, 16291394, 16618413, 17534889",7.0,"12604886, 15252308, 16101223, 16172218, 16291394, 16618413, 17534889"
431,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,PTEN,True,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487",34.0,"11297621, 11401316, 11502798, 11735811, 11773428, 12047763, 12075083, 12119278, 12203792, 12224530, 12714585, 14574011, 15231710, 15543611, 15680400, 15684005, 15707585, 15800944, 15831044, 15911105, 15975525, 16075977, 16738322, 16889486, 16946009, 16964417, 17067457, 17283127, 17345711, 17898811, 17958724, 17970065, 18260377, 18281487"
434,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,HDAC1,True,12239610,1.0,12239610
435,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,SMAD2,True,"11410498, 12499250, 16407850, 16478646, 16596245, 16788944, 16837618, 17217620",8.0,"11410498, 12499250, 16407850, 16478646, 16596245, 16788944, 16837618, 17217620"
437,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,GAPDH,True,17540725,1.0,17540725
451,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,GATA4,True,14581353,1.0,14581353
456,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,YY1,True,15657896,1.0,15657896
461,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,GFAP,True,"11174597, 12457726, 15454011, 15960160, 16542673, 17074178",6.0,"11174597, 12457726, 15454011, 15960160, 16542673, 17074178"
463,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,BMP4,True,18219111,1.0,18219111
470,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,TCF4,True,11782388,1.0,11782388
473,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,GATA6,True,15833844,1.0,15833844
477,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,EGFR,True,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125",296.0,"11173137, 11221831, 11235991, 11303632, 11350885, 11389080, 11448349, 11479234, 11556855, 11568571, 11597399, 11597400, 11668514, 11673692, 11673832, 11677653, 11706397, 11706420, 11727507, 11728233, 11751491, 11755824, 11846729, 11890870, 11893453, 11895923, 11904986, 11905034, 11911252, 11920518, 11939730, 11992543, 12011992, 12063543, 12112535, 12138239, 12142091, 12147092, 12167415, 12174340, 12187077, 12202783, 12220351, 12228201, 12414665, 12415634, 12422310, 12422313, 12440226, 12509799, 12512382, 12515612, 12520461, 12541404, 12544258, 12583831, 12587379, 12599217, 12607604, 12647989, 12673202, 12696248, 12738995, 12743152, 12782602, 12782800, 12820779, 12826036, 12833132, 12860957, 12865874, 12912971, 12952019, 12966511, 13129707, 13679857, 14500405, 14519647, 14528090, 14530163, 14581353, 14581378, 14601066, 14603452, 14607328, 14612544, 14649542, 14662414, 14732836, 14751528, 14763138, 14967456, 14967457, 14967462, 14977086, 14981927, 14988746, 14997212, 15057134, 15103197, 15115300, 15120370, 15142631, 15161032, 15173005, 15194221, 15197768, 15199094, 15208356, 15212612, 15231207, 15238978, 15254682, 15256466, 15338866, 15450723, 15473298, 15476268, 15520175, 15520205, 15592685, 15599851, 15608420, 15613446, 15623643, 15638964, 15652339, 15659782, 15672286, 15717992, 15736426, 15753456, 15756022, 15774576, 15785737, 15791567, 15796181, 15800944, 15804620, 15809707, 15816106, 15821783, 15827337, 15833860, 15865067, 15871288, 15878750, 15878755, 15887238, 15923166, 15930290, 15934280, 15986037, 15987992, 16004931, 16005600, 16007067, 16050785, 16082192, 16088519, 16103303, 16140980, 16144930, 16158919, 16161046, 16183941, 16198049, 16207530, 16258434, 16264262, 16273222, 16287490, 16314626, 16330971, 16343364, 16357156, 16428508, 16472704, 16488438, 16495180, 16540898, 16551906, 16552236, 16562649, 16565089, 16630292, 16641105, 16644882, 16702519, 16722544, 16731604, 16737616, 16740767, 16750322, 16757203, 16763281, 16788977, 16807070, 16818711, 16857823, 16890793, 16904111, 16919867, 16922611, 16984384, 16986486, 17078054, 17079462, 17096332, 17098420, 17121916, 17122988, 17134359, 17141073, 17143494, 17178880, 17189989, 17200208, 17205528, 17208308, 17211865, 17224925, 17236202, 17250463, 17258495, 17273794, 17310348, 17369752, 17404024, 17410004, 17412519, 17431103, 17487368, 17520580, 17520766, 17538163, 17591829, 17591832, 17592548, 17608727, 17609492, 17618045, 17631646, 17638894, 17653341, 17660872, 17671674, 17674766, 17685120, 17697551, 17723181, 17762933, 17826531, 17848272, 17848290, 17877424, 17878104, 17888033, 17904355, 17909831, 17936670, 17936675, 17940077, 17940507, 17949783, 17956162, 17961551, 17964995, 17974918, 17996216, 18025070, 18045070, 18045071, 18061531, 18172732, 18199957, 18202792, 18203445, 18225590, 18236164, 18248834, 18268492, 18302259, 18307254, 18309947, 18316548, 18326051, 18329328, 18366301, 18369180, 18377832, 18383530, 18413807, 18442098, 18636200, 18645125"
481,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,DNMT3B,True,"16434257, 17017004, 17067458, 17318376",4.0,"16434257, 17017004, 17067458, 17318376"
482,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,TERT,True,"15355904, 16278815, 17639052, 18367874",4.0,"15355904, 16278815, 17639052, 18367874"
486,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,LIF,True,"14656208, 15613280",2.0,"14656208, 15613280"
488,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,STAT3,True,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051",41.0,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051"
499,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,SNAI1,True,17724139,1.0,17724139
501,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,SMAD4,True,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741",12.0,"12060625, 12209716, 12952364, 15546158, 15610403, 15867212, 15940269, 16368780, 16478646, 16596245, 17018615, 17023741"
505,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,HNF4A,True,16839255,1.0,16839255
508,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,SNAI2,True,17724139,1.0,17724139
510,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CD44,True,"11168856, 11575852, 11798963, 11887001, 12146030, 12175687, 12417089, 12520353, 12597336, 12820405, 14666731, 14747059, 14981989, 15767360, 15790695, 16035618, 16186806, 16514248, 16565089, 16713680, 16798062, 16837897, 16848180, 16903330, 17611662, 17643963, 17708612, 17999917, 18051718, 18314910, 18396788, 18415803, 18547053",33.0,"11168856, 11575852, 11798963, 11887001, 12146030, 12175687, 12417089, 12520353, 12597336, 12820405, 14666731, 14747059, 14981989, 15767360, 15790695, 16035618, 16186806, 16514248, 16565089, 16713680, 16798062, 16837897, 16848180, 16903330, 17611662, 17643963, 17708612, 17999917, 18051718, 18314910, 18396788, 18415803, 18547053"
513,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,NFIB,True,11346465,1.0,11346465
514,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,ANXA1,True,"16270603, 16627980, 16899607",3.0,"16270603, 16627980, 16899607"
515,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CDKN2A,True,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807",16.0,"11309301, 11720478, 12459644, 12632081, 12684406, 14586645, 14654786, 14991744, 15083191, 15495191, 16278815, 16713672, 16849682, 17079134, 17117177, 18413807"
521,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,THY1,True,16007174,1.0,16007174
529,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,TP53,True,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957",29.0,"11390535, 11445847, 11445859, 11916556, 12589859, 12673364, 12673679, 12702551, 12708486, 12935924, 14689060, 15240783, 15810068, 15965904, 16012721, 16393249, 16455286, 16682429, 16713672, 16847809, 16903330, 16969480, 17258495, 17312781, 17565818, 17638058, 17693665, 17725429, 17908957"
533,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,PBX1,True,15770739,1.0,15770739
537,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,POU5F1,True,15942670,1.0,15942670
538,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CDH1,True,"11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139",10.0,"11555590, 12579297, 12632081, 15073103, 15073117, 15289362, 15840741, 16263813, 17201146, 17724139"
542,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,EZH2,True,18326020,1.0,18326020
543,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CD24,True,12874078,1.0,12874078
552,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CTNNB1,True,"15195113, 16001430, 17131411, 18044981",4.0,"15195113, 16001430, 17131411, 18044981"
556,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,EGF,True,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893",10.0,"11147596, 11288981, 11745457, 12013556, 15802876, 17453000, 17524637, 17587817, 17611340, 18180893"
557,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,MYC,True,"11368094, 11911252, 14499691, 16807070, 18000363",5.0,"11368094, 11911252, 14499691, 16807070, 18000363"
568,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,ALDH1A1,True,17974998,1.0,17974998
573,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,FGF4,True,"12429977, 15942670, 17016592, 17487429, 18405350",5.0,"12429977, 15942670, 17016592, 17487429, 18405350"
578,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CCND1,True,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350",25.0,"11470749, 11859213, 11958128, 12649172, 14499691, 14581353, 14586645, 14603450, 14697637, 15195525, 15846092, 16001430, 16235239, 16446704, 16446704, 16490596, 16807070, 16815198, 16906560, 16954163, 17065789, 17487429, 17641416, 18251939, 18398822, 18405350"
582,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,SMAD3,True,"12161532, 16407850, 16596245, 16788944, 16837618, 18426913",6.0,"12161532, 16407850, 16596245, 16788944, 16837618, 18426913"
588,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,CDK1,True,"11272092, 15645429, 16525614",3.0,"11272092, 15645429, 16525614"
593,SOX2,AMPLIFICATION,1.2920437544143294e-55,0.0116086711831392,15942670,1.0,AKT1,True,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918",6.0,"12532415, 14581353, 15896313, 16002527, 16778075, 17974918"
597,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP3A5,True,"15180491, 15897249, 16272171, 17373732, 18309947",5.0,"15180491, 15897249, 16272171, 17373732, 18309947"
600,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP1A1,True,"11860825, 12110344, 12359752, 12767509, 12872524, 15180491, 15206494, 15725615, 15914277, 16381670, 16530937, 16713138, 16922636, 17611777, 17674367, 18543609, 18642288",17.0,"11860825, 12110344, 12359752, 12767509, 12872524, 15180491, 15206494, 15725615, 15914277, 16381670, 16530937, 16713138, 16922636, 17611777, 17674367, 18543609, 18642288"
603,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP1A2,True,"12222751, 15180491, 18543609",3.0,"12222751, 15180491, 18543609"
604,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP3A4,True,"15180491, 17373732, 18309947",3.0,"15180491, 17373732, 18309947"
609,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,SULT1A1,True,"12455060, 16272171",2.0,"12455060, 16272171"
620,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP3A7,True,15180491,1.0,15180491
627,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,AKR1C3,True,"16713138, 17079134",2.0,"16713138, 17079134"
628,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CD99,True,"11684960, 11696177, 12753176, 12783138, 12808569, 15460417, 15511276, 15909170, 16197421, 16861978, 16872444, 18262374",12.0,"11684960, 11696177, 12753176, 12783138, 12808569, 15460417, 15511276, 15909170, 16197421, 16861978, 16872444, 18262374"
630,STS,DELETION,3.07824363509455e-08,0.0253930555817348,11746990,1.0,CYP2E1,True,"11389775, 11802217, 11971997, 12198369, 12222751, 12517535, 12767509, 12960506, 14644339, 15180491, 16393248, 16704527, 17146594, 17264406, 17373732, 17611777, 18322963",17.0,"11389775, 11802217, 11971997, 12198369, 12222751, 12517535, 12767509, 12960506, 14644339, 15180491, 16393248, 16704527, 17146594, 17264406, 17373732, 17611777, 18322963"
638,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CCR2,True,11172294,1.0,11172294
639,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,TLR4,True,16315869,1.0,16315869
646,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CD40,True,"11168856, 11675352, 15330155, 15876961, 15878750, 15901281, 16433790, 16630289, 17961770",9.0,"11168856, 11675352, 15330155, 15876961, 15878750, 15901281, 16433790, 16630289, 17961770"
655,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,IRF1,True,15947106,1.0,15947106
658,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,IL6,True,"15034017, 15947106",2.0,"15034017, 15947106"
660,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CD274,True,18314910,1.0,18314910
661,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,IL1B,True,"15623624, 17356794",2.0,"15623624, 17356794"
663,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,STAT1,True,"11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248",8.0,"11222718, 12162406, 12963127, 15947106, 16249117, 16449678, 17961551, 18347248"
669,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,TNF,True,"11926139, 12548461, 16888677, 18197435",4.0,"11926139, 12548461, 16888677, 18197435"
670,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CAMP,True,15062572,1.0,15062572
671,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,STAT3,True,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051",41.0,"11222718, 11426647, 11773428, 12067972, 12162406, 12440226, 12440226, 12532415, 12637586, 12640143, 12782602, 12865943, 12960141, 12963127, 15173005, 15254691, 15374974, 15498875, 15592503, 15613280, 15715937, 15947106, 16158919, 16490172, 16503733, 16642480, 17020778, 17122156, 17145757, 17225522, 17325127, 17498291, 17525119, 17566705, 17634553, 17761947, 17822622, 17826306, 17961551, 18172861, 18204781, 18326051"
674,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CD4,True,"11104591, 11104591, 11174380, 11450684, 12541675, 16242001, 16425367, 16557179, 16970087, 17979491, 18180893, 18370955",11.0,"11104591, 11104591, 11174380, 11450684, 12541675, 16242001, 16425367, 16557179, 16970087, 17979491, 18180893, 18370955"
678,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,RIPK3,True,15947106,1.0,15947106
683,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,NFKB1,True,16387424,1.0,16387424
687,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,TLR3,True,"17525119, 17786279, 18204787",3.0,"17525119, 17786279, 18204787"
689,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CD86,True,"14960242, 15052669, 15694020, 15876961, 16433790, 17366789",6.0,"14960242, 15052669, 15694020, 15876961, 16433790, 17366789"
691,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CXCL10,True,"15761501, 15947106, 18182249",3.0,"15761501, 15947106, 18182249"
692,TLR7,DELETION,3.07824363509455e-08,0.0253930555817348,17201162,1.0,CD80,True,"14960242, 15052669, 15876961, 16433790, 17366789, 18300341",6.0,"14960242, 15052669, 15876961, 16433790, 17366789, 18300341"
